AAA61216.1:11	protein_543	100	239	0	0	1	239	373	611	8.11e-174	497
AAA61216.1:11	protein_859	74.4	223	0	1	74	239	273	495	1.29e-107	323
AAA61216.1:11	protein_673	41.3	281	107	3	16	239	397	676	5.50e-69	222
BAG60466.1:2	protein_1683	100	14	0	0	1	14	321	334	2.73e-06	36.2
BAG60466.1:2	protein_1129	85.7	14	2	0	1	14	301	314	7.61e-04	29.3
NP_115914.1:2	protein_1683	100	14	0	0	1	14	321	334	2.73e-06	36.2
NP_115914.1:2	protein_1129	85.7	14	2	0	1	14	301	314	7.61e-04	29.3
BAA00059.1:4	protein_399	100	24	0	0	1	24	56	79	9.70e-13	53.5
ABM65593.1:4	protein_151	81.3	16	3	0	1	16	329	344	2.36e-04	30.8
NP_722531.1:4	protein_151	75.0	20	5	0	1	20	329	348	1.86e-05	34.3
NP_722531.1:4	protein_767	72.2	18	5	0	3	20	327	344	2.55e-05	33.9
ARU07575.1:24	protein_2286	80.8	52	10	0	1	52	2759	2810	4.84e-25	91.7
ARU07575.1:24	protein_1350	34.7	49	32	0	3	51	2664	2712	1.98e-06	38.9
AAA45721.1:2	protein_91	85.7	14	2	0	1	14	216	229	2.35e-05	33.5
AAA45721.1:2	protein_56	78.6	14	3	0	1	14	216	229	8.21e-05	32.0
AAA45721.1:2	protein_2928	71.4	14	4	0	1	14	40	53	5.65e-04	29.6
CAA43269.1:4	protein_457	76.2	21	5	0	1	21	216	236	7.67e-09	43.9
P26662.3:108	protein_1248	93.8	16	1	0	1	16	2432	2447	1.26e-04	31.6
BAA03375.1:50	protein_1248	94.7	19	1	0	1	19	2432	2450	3.86e-07	38.9
BAA03375.1:50	protein_56	84.2	19	3	0	1	19	2445	2463	3.47e-06	36.2
BAA03375.1:50	protein_91	89.5	19	2	0	1	19	2435	2453	3.47e-06	36.2
BAA03375.1:50	protein_14	88.2	17	2	0	3	19	2459	2475	2.28e-05	33.9
YP_009825051.1:14	protein_130	100	34	0	0	1	34	753	786	1.72e-18	72.0
NP_282485.1:11	protein_3010	100	47	0	0	1	47	526	572	6.85e-22	82.4
NP_282485.1:11	protein_121	56.5	46	20	0	2	47	343	388	3.96e-09	46.2
NP_282485.1:11	protein_3049	55.6	45	20	0	2	46	450	494	6.71e-08	42.7
CBE01876.1:13	protein_3049	57.8	45	19	0	1	45	449	493	1.42e-09	47.4
CBE01876.1:13	protein_3010	55.6	45	20	0	1	45	526	570	1.75e-08	44.3
CBE01876.1:13	protein_121	52.3	44	21	0	2	45	343	386	2.95e-07	40.8
CBE01876.1:13	protein_315	42.2	45	26	0	1	45	290	334	3.32e-05	35.0
P15712.1:9	protein_1398	100	20	0	0	1	20	285	304	6.48e-08	41.2
AAC28737.1:10	protein_708	100	15	0	0	1	15	221	235	2.84e-06	36.2
A0A445BYI5:2	protein_364	100	27	0	0	1	27	16	42	1.53e-13	56.2
P0DMV8.1:6	protein_986	73.7	19	5	0	1	19	191	209	3.18e-05	33.5
ARU07575.1:45	protein_2286	77.8	45	10	0	1	45	3543	3587	3.60e-20	77.4
NP_282485.1:6	protein_3010	100	25	0	0	1	25	276	300	2.93e-10	48.1
AAR21088.1:3	protein_2918	100	100	0	0	1	100	51	150	3.60e-58	188
AAR21088.1:3	protein_3136	100	100	0	0	1	100	51	150	4.91e-58	188
AAR21088.1:3	protein_1096	100	100	0	0	1	100	51	150	4.99e-58	188
CAM56786.1:5	protein_31	100	73	0	0	1	73	37	109	5.77e-45	136
CAM56786.1:5	protein_2901	77.8	72	16	0	1	72	36	107	1.50e-33	107
CAM56786.1:5	protein_209	65.3	72	25	0	1	72	37	108	5.67e-29	96.3
CAM56786.1:5	protein_530	70.0	70	21	0	2	71	37	106	6.34e-29	96.3
AAA03189.1:3	protein_1035	52.9	289	132	4	1	288	19	304	6.97e-92	294
QSM17284.1:2	protein_49	94.4	18	1	0	2	19	219	236	1.13e-04	32.0
NP_035040.1:4	protein_512	96.3	245	8	1	11	255	212	455	9.73e-146	419
NP_035040.1:4	protein_3015	62.1	203	75	2	1	201	206	408	5.91e-75	236
NP_035040.1:4	protein_845	58.7	201	82	1	1	201	213	412	1.60e-69	221
NP_035040.1:4	protein_1958	53.6	192	88	1	10	201	188	378	8.50e-59	192
NP_035040.1:4	protein_980	50.2	207	98	1	1	202	209	415	1.00e-50	177
NP_035040.1:4	protein_231	30.5	200	137	1	3	200	188	387	1.02e-20	89.7
NP_035040.1:4	protein_1613	27.0	200	144	1	3	200	190	389	9.47e-13	65.5
NP_035040.1:4	protein_2938	81.5	27	5	0	175	201	1	27	3.30e-08	46.6
Q13813.3:6	protein_1246	100	19	0	0	1	19	450	468	1.69e-08	42.7
Q13813.3:6	protein_2163	100	19	0	0	1	19	450	468	1.69e-08	42.7
Q13813.3:6	protein_2373	100	19	0	0	1	19	450	468	1.69e-08	42.7
NP_058086.2:3	protein_1829	99.3	142	1	0	1	142	65	206	4.52e-94	272
NP_058086.2:3	protein_1018	76.6	137	32	0	1	137	70	206	7.04e-71	212
NP_058086.2:3	protein_5	42.0	50	29	0	36	85	103	152	3.49e-07	44.7
NP_058086.2:3	protein_2718	37.5	48	30	0	38	85	134	181	2.88e-06	42.0
XP_820186.1:19	protein_975	93.9	33	2	0	1	33	764	796	4.93e-14	59.3
AAH21166.2:2	protein_573	84.0	81	13	0	1	81	132	212	6.69e-43	139
AAH21166.2:2	protein_2883	80.2	81	16	0	1	81	149	229	3.51e-42	138
AAH21166.2:2	protein_2137	70.0	80	24	0	1	80	183	262	3.01e-32	112
AAH21166.2:2	protein_2138	61.3	80	31	0	2	81	179	258	7.31e-29	103
AAH21166.2:2	protein_2089	57.5	80	34	0	1	80	157	236	7.97e-26	94.7
AAH21166.2:2	protein_2653	48.1	77	38	1	4	78	223	299	5.55e-19	75.9
AAH21166.2:2	protein_2131	44.6	83	42	2	1	81	171	251	8.04e-17	69.7
AAH21166.2:2	protein_2083	45.0	80	40	2	1	78	172	249	1.11e-16	69.3
ABP87986.1:38	protein_2286	81.3	16	3	0	2	17	4136	4151	1.33e-04	31.6
AEN19363.1:19	protein_2286	84.6	52	8	0	3	54	4681	4732	4.95e-27	97.4
AEN19363.1:19	protein_1060	43.6	55	26	1	2	51	223	277	1.13e-09	48.1
P03381.1:16	protein_208	100	30	0	0	1	30	375	404	5.03e-18	70.5
P03381.1:16	protein_724	96.7	30	1	0	1	30	375	404	6.12e-17	67.4
P03381.1:16	protein_1577	90.0	30	3	0	1	30	371	400	2.60e-15	62.8
P03381.1:16	protein_1282	73.1	26	7	0	3	28	549	574	2.45e-09	45.8
P03381.1:16	protein_254	69.2	26	8	0	3	28	535	560	3.35e-09	45.4
P03381.1:16	protein_1218	73.1	26	7	0	3	28	533	558	3.35e-09	45.4
P03381.1:16	protein_2663	73.1	26	7	0	3	28	530	555	3.35e-09	45.4
P03381.1:16	protein_1100	69.2	26	8	0	3	28	515	540	3.35e-09	45.4
P03381.1:16	protein_2775	76.9	26	6	0	3	28	463	488	4.60e-09	45.1
P03381.1:16	protein_1283	76.9	26	6	0	3	28	441	466	4.60e-09	45.1
P03381.1:16	protein_1389	62.5	24	9	0	3	26	381	404	3.05e-05	34.3
Q99259.1:6	protein_2894	100	21	0	0	1	21	261	281	4.01e-09	44.7
Q99259.1:6	protein_2902	75.0	20	5	0	2	21	10	29	2.65e-05	33.9
CAN99576.1:2	protein_641	100	39	0	0	1	39	140	178	3.51e-14	60.1
AAO64210.1:4	protein_3136	100	30	0	0	1	30	141	170	1.66e-14	60.5
AAO64210.1:4	protein_2918	100	30	0	0	1	30	141	170	1.67e-14	60.5
AAO64210.1:4	protein_1096	96.7	30	1	0	1	30	141	170	7.93e-14	58.5
AUM60013.1:26	protein_1350	68.2	22	7	0	1	22	3207	3228	6.91e-05	32.7
P18177.3:10	protein_559	100	24	0	0	15	38	1887	1910	1.93e-12	55.1
P18177.3:10	protein_728	63.6	22	8	0	17	38	1886	1907	1.75e-05	35.4
AAB61244.1:4	protein_2496	100	20	0	0	1	20	112	131	9.41e-08	40.4
YP_177963.1:68	protein_100	100	24	0	0	1	24	2317	2340	4.17e-11	50.4
720920A:5	protein_2306	100	30	0	0	1	30	45	74	1.95e-20	71.6
720920A:5	protein_1643	53.3	30	13	1	1	29	43	72	9.78e-09	42.0
720920A:5	protein_655	59.1	22	9	0	1	22	65	86	6.69e-06	35.0
720920A:5	protein_2006	55.0	20	9	0	4	23	42	61	4.88e-05	32.3
720920A:5	protein_2842	55.0	20	9	0	4	23	43	62	1.42e-04	31.2
AAC83982.1:7	protein_2306	86.7	30	4	0	1	30	45	74	2.54e-16	61.2
AAC83982.1:7	protein_1643	64.3	28	10	0	1	28	43	70	4.43e-12	50.4
AAC83982.1:7	protein_655	59.1	22	9	0	1	22	65	86	6.69e-06	35.0
AAC83982.1:7	protein_2006	57.9	19	8	0	4	22	42	60	6.92e-05	32.0
AAC83982.1:7	protein_2842	57.9	19	8	0	4	22	43	61	2.01e-04	30.8
AGB56828.1:8	protein_1119	100	35	0	0	1	35	157	191	1.04e-19	75.1
AGB56828.1:8	protein_2927	84.4	32	5	0	1	32	158	189	2.76e-14	60.1
AGB56828.1:8	protein_3069	75.9	29	7	0	1	29	146	174	2.06e-11	52.0
P04128.2:2	protein_1480	100	13	0	0	1	13	24	36	2.14e-04	30.8
AAS48456.1:4	protein_49	100	15	0	0	1	15	156	170	1.24e-04	31.6
APU50634.1:4	protein_1581	93.3	15	1	0	1	15	102	116	7.59e-06	35.0
APU50634.1:4	protein_773	66.7	15	5	0	1	15	100	114	3.24e-04	30.4
P0A7V3.2:4	protein_1724	100	22	0	0	1	22	212	233	6.45e-07	38.5
P00451.1:14	protein_244	100	632	0	0	1	632	1720	2351	0.0	1310
P00451.1:14	protein_2264	31.9	166	97	5	474	630	31	189	6.10e-14	71.6
P16567.1:6	protein_292	100	14	0	0	1	14	308	321	2.19e-04	30.8
1057500953:2	protein_2545	100	20	0	0	1	20	101	120	4.76e-08	41.6
AFJ06845.2:2	protein_1850	100	17	0	0	1	17	304	320	9.86e-05	32.0
CEQ36792.1:2	protein_1850	100	17	0	0	1	17	304	320	9.86e-05	32.0
AAA52697.1:15	protein_2098	90.5	42	4	0	1	42	373	414	2.50e-18	72.0
AAA52697.1:15	protein_986	83.3	42	7	0	1	42	386	427	4.49e-15	62.8
AAA52697.1:15	protein_424	71.4	42	12	0	1	42	376	417	4.90e-13	57.0
AAA52697.1:15	protein_107	64.3	42	11	1	1	42	349	386	3.52e-10	48.9
AAA52697.1:15	protein_2785	61.9	42	12	1	1	42	370	407	6.59e-10	48.1
AAA52697.1:15	protein_2881	61.9	42	14	1	1	42	397	436	1.23e-09	47.4
AAA52697.1:15	protein_2949	61.9	42	12	1	1	42	421	458	1.69e-09	47.0
AAA52697.1:15	protein_823	59.5	42	13	1	1	42	373	410	2.31e-09	46.6
AAA52697.1:15	protein_2965	56.1	41	18	0	2	42	392	432	2.58e-07	40.8
YP_173236.1:13	protein_2286	100	28	0	0	1	28	3293	3320	1.49e-14	60.5
YP_173236.1:13	protein_1350	65.4	26	8	1	3	28	3203	3227	2.71e-05	34.3
AAA85668.1:2	protein_588	86.7	30	4	0	1	30	31	60	4.68e-14	58.2
AAA85668.1:2	protein_1943	59.3	27	10	1	5	30	36	62	7.88e-05	33.1
AAA85668.1:2	protein_3026	59.3	27	10	1	5	30	36	62	7.88e-05	33.1
AAA85668.1:2	protein_821	66.7	21	7	0	6	26	35	55	9.93e-04	30.0
BAL45639.1:6	protein_1205	77.3	22	5	0	2	23	993	1014	2.09e-08	42.7
BAL45639.1:6	protein_1201	68.2	22	7	0	2	23	928	949	1.88e-07	40.0
ANW12150.1:5	protein_292	80.0	15	3	0	1	15	352	366	5.94e-04	29.6
ANW12150.1:5	protein_692	80.0	15	3	0	1	15	352	366	8.12e-04	29.3
AAK33302.1:2	protein_1468	100	20	0	0	1	20	24	43	9.87e-09	43.5
AVQ05261.1:18	protein_2286	90.9	22	2	0	2	23	1794	1815	3.53e-10	47.8
ABF83447.1:10	protein_166	60.0	30	12	0	1	30	154	183	5.10e-07	39.3
AHF54658.1:1	protein_2289	94.4	18	1	0	1	18	836	853	5.63e-08	41.2
AHF54658.1:1	protein_123	77.8	18	4	0	1	18	837	854	6.90e-07	38.1
AHF54658.1:1	protein_1203	77.8	18	4	0	1	18	696	713	6.91e-07	38.1
AHF54658.1:1	protein_344	72.2	18	5	0	1	18	785	802	1.16e-05	34.7
P04488.1:11	protein_1695	83.0	112	19	0	1	112	434	545	1.57e-59	187
AAM29174.1:4	protein_232	95.0	20	0	1	1	20	453	471	4.19e-07	38.9
ABG75583.1:3	protein_232	95.0	20	0	1	1	20	453	471	4.19e-07	38.9
P03101.2:4	protein_232	100	19	0	0	1	19	453	471	9.28e-09	43.5
AMM42415.1:3	protein_2289	92.3	13	1	0	2	14	160	172	1.98e-05	34.3
AMM42415.1:3	protein_344	71.4	14	4	0	2	15	153	166	8.63e-04	29.6
YP_009825051.1:19	protein_130	100	27	0	0	1	27	1229	1255	2.48e-16	65.5
ARU07583.1:2	protein_2286	61.9	21	8	0	2	22	2991	3011	2.84e-05	33.9
AAC84053.1:2	protein_588	100	30	0	0	1	30	31	60	5.49e-17	65.9
AAC84053.1:2	protein_1943	55.6	27	11	1	5	30	36	62	7.24e-04	30.4
AAC84053.1:2	protein_3026	55.6	27	11	1	5	30	36	62	7.24e-04	30.4
ACV53971.1:7	protein_232	100	25	0	0	1	25	127	151	5.65e-13	55.8
ACV53971.1:7	protein_1949	84.0	25	4	0	1	25	128	152	1.29e-11	52.0
ACV53971.1:7	protein_2035	84.0	25	4	0	1	25	98	122	2.41e-11	51.2
ACV53971.1:7	protein_2379	80.0	25	5	0	1	25	162	186	8.39e-11	49.7
ACV53971.1:7	protein_1914	81.8	22	4	0	4	25	108	129	7.53e-10	47.0
ACV53971.1:7	protein_847	58.3	24	10	0	1	24	97	120	9.19e-06	35.4
YP_077180.1:3	protein_770	93.3	15	1	0	1	15	96	110	5.81e-04	29.6
Q9XF24:2	protein_2381	100	36	0	0	1	36	26	61	2.74e-15	62.8
YP_173236.1:23	protein_2286	90.0	50	5	0	2	51	4034	4083	4.96e-23	85.9
YP_173236.1:23	protein_1350	53.8	26	12	0	14	39	3954	3979	5.58e-04	32.0
QHR63299.1:33	protein_1350	71.1	38	11	0	1	38	877	914	2.28e-15	63.5
CBE01876.1:3	protein_3049	62.1	29	11	0	2	30	43	71	6.32e-06	36.2
CBE01876.1:3	protein_121	60.0	30	12	0	1	30	41	70	6.35e-06	36.2
CBE01876.1:3	protein_315	61.5	26	10	0	2	27	41	66	1.20e-05	35.4
BAA09453.1:8	protein_1418	100	22	0	0	1	22	214	235	2.49e-10	48.1
ABI20730.1:2	protein_3020	100	24	0	0	1	24	21	44	4.51e-12	50.4
ABI20730.1:2	protein_2807	78.3	23	5	0	2	24	22	44	1.24e-06	36.6
AWW13547.1:1	protein_1055	83.1	213	35	1	1	213	16	227	8.66e-129	359
AWW13547.1:1	protein_366	40.3	211	125	1	2	212	10	219	5.24e-51	161
AWW13547.1:1	protein_2439	38.9	198	118	2	2	196	9	206	4.98e-44	144
AWW13547.1:1	protein_2897	39.4	198	116	3	3	196	47	244	3.29e-41	137
AWW13547.1:1	protein_1855	39.6	144	86	1	2	144	13	156	3.23e-27	100
CAA17966.1:6	protein_487	100	15	0	0	1	15	86	100	2.30e-04	30.4
P22607.1:8	protein_1512	56.3	16	7	0	2	17	1177	1192	7.27e-04	29.6
AAD10249.1:2	protein_245	44.0	25	14	0	2	26	64	88	2.04e-04	32.0
AAD10249.1:2	protein_650	46.2	26	14	0	2	27	64	89	2.79e-04	31.6
Q02413.2:21	protein_188	100	15	0	0	1	15	246	260	9.84e-06	34.7
AGT51787.1:28	protein_2286	78.3	23	5	0	1	23	2997	3019	4.32e-09	44.7
P81295.1:2	protein_2252	58.3	24	10	0	1	24	148	171	2.66e-06	37.0
XP_804612.1:13	protein_2709	69.6	23	7	0	14	36	200	222	2.07e-04	33.1
XP_804612.1:13	protein_606	84.2	19	3	0	18	36	283	301	2.88e-04	32.7
XP_804612.1:13	protein_2539	72.7	22	6	0	14	35	223	244	5.38e-04	32.0
Q92522.1:7	protein_2880	90.9	22	2	0	36	57	192	213	1.38e-04	33.9
BAS05030.1:2	protein_292	86.7	15	2	0	1	15	364	378	6.64e-05	32.3
BAS05030.1:2	protein_692	73.3	15	4	0	1	15	364	378	8.12e-04	29.3
QQW40684.1:6	protein_2704	60.9	23	9	0	1	23	1393	1415	2.08e-05	34.3
QQW40684.1:6	protein_767	59.1	22	9	0	2	23	1425	1446	1.37e-04	32.0
QQW40684.1:6	protein_1546	52.2	23	11	0	1	23	1418	1440	2.57e-04	31.2
XP_001900803.1:2	protein_729	100	26	0	0	1	26	2	27	4.04e-12	52.0
XP_001900804.1:2	protein_729	100	26	0	0	1	26	2	27	4.04e-12	52.0
AAG45435.1:2	protein_2704	100	15	0	0	1	15	1393	1407	7.10e-06	35.0
WP_072516040.1:4	protein_457	86.7	15	2	0	1	15	217	231	8.39e-07	37.7
AAB21990.1:2	protein_2733	100	15	0	0	1	15	109	123	2.84e-07	38.5
650769A:3	protein_1042	100	34	0	0	1	34	18	51	5.70e-18	67.8
650769A:3	protein_1269	87.5	32	4	0	1	32	18	49	5.52e-15	60.1
650769A:3	protein_1048	79.4	34	7	0	1	34	19	52	2.21e-14	58.5
P02229.2:7	protein_861	100	26	0	0	1	26	45	70	1.04e-13	56.2
P02229.2:7	protein_3021	73.1	26	7	0	1	26	47	72	1.22e-07	40.4
ABP35610.1:2	protein_1635	100	20	0	0	1	20	23	42	4.56e-08	41.6
P0DTC2.1:8	protein_130	80.0	15	3	0	1	15	612	626	4.70e-05	32.7
AAN03693.1:2	protein_465	100	14	0	0	1	14	43	56	1.21e-04	31.6
XP_002366371.1:2	protein_465	92.9	14	1	0	1	14	43	56	3.10e-04	30.4
AAA62824.1:6	protein_755	100	15	0	0	1	15	205	219	1.09e-06	37.4
AAA62824.1:6	protein_2760	100	15	0	0	1	15	205	219	1.09e-06	37.4
AAA62824.1:6	protein_1885	80.0	15	3	0	1	15	202	216	1.63e-04	31.2
AAA62824.1:6	protein_2966	80.0	15	3	0	1	15	202	216	5.71e-04	29.6
P09616.2:2	protein_139	100	19	0	0	1	19	27	45	7.60e-07	38.1
CAA25801.1:2	protein_139	100	21	0	0	1	21	27	47	1.29e-07	40.4
ADQ77533.1:2	protein_139	100	47	0	0	1	47	27	73	1.38e-26	94.0
NP_001231533.1:3	protein_897	100	446	0	0	1	446	91	536	0.0	895
NP_001231533.1:3	protein_3002	73.9	445	114	2	1	445	241	683	6.25e-251	696
NP_001231533.1:3	protein_2942	100	270	0	0	1	270	127	396	1.35e-192	545
ACB38288.1:3	protein_11	100	21	0	0	1	21	22	42	2.97e-06	36.6
WP_038434302.1:2	protein_2954	94.7	19	1	0	2	20	94	112	1.44e-06	37.4
CAX50956.1:6	protein_683	100	14	0	0	1	14	74	87	6.26e-05	32.3
CAA12422.1:2	protein_2544	100	16	0	0	1	16	24	39	5.33e-06	35.4
QTX93491.1:30	protein_767	43.3	30	17	0	1	30	1432	1461	3.17e-05	34.3
QTX93491.1:30	protein_1546	43.3	30	17	0	1	30	1426	1455	1.54e-04	32.3
P29723.2:2	protein_24	100	20	0	0	1	20	37	56	1.51e-09	45.8
ADM72957.1:4	protein_685	100	26	0	0	1	26	134	159	4.68e-15	61.6
QEV86434.1:3	protein_2704	86.7	15	2	0	1	15	3052	3066	3.05e-04	30.4
22335393:20	protein_3154	95.1	61	3	0	1	61	597	657	1.41e-27	99.4
Q63ID0:9	protein_1140	100	23	0	0	1	23	488	510	3.25e-09	45.1
AAG30730.1:4	protein_2704	82.1	28	5	0	1	28	915	942	7.14e-14	58.5
AAG30730.1:4	protein_146	77.8	27	6	0	2	28	178	204	1.67e-12	54.7
AAG30730.1:4	protein_151	55.6	27	12	0	2	28	936	962	2.44e-10	48.5
AAG30730.1:4	protein_2183	55.6	27	12	0	2	28	142	168	2.52e-10	48.5
AAG30730.1:4	protein_1546	63.0	27	10	0	2	28	931	957	4.56e-10	47.8
AAG30730.1:4	protein_767	69.2	26	8	0	2	27	933	958	8.54e-10	47.0
P15252.2:2	protein_246	100	34	0	0	1	34	2	35	9.29e-19	69.3
CAD01165.1:6	protein_2785	77.8	27	6	0	1	27	424	450	1.01e-08	43.9
CAD01165.1:6	protein_823	70.4	27	8	0	1	27	427	453	5.99e-07	38.9
CAD01165.1:6	protein_2965	55.6	27	12	0	1	27	449	475	4.89e-05	33.5
CAD01165.1:6	protein_107	59.3	27	11	0	1	27	403	429	4.90e-05	33.5
CAD01165.1:6	protein_2949	59.3	27	11	0	1	27	475	501	9.18e-05	32.7
CAD01165.1:6	protein_2881	55.6	27	12	0	1	27	453	479	3.24e-04	31.2
Q7Z1K3.1:6	protein_12	100	31	0	0	1	31	99	129	4.50e-19	71.2
1IKQ_A:1	protein_1324	100	30	0	0	1	30	1	30	2.12e-16	65.9
AJR21492.1:2	protein_1430	87.3	166	21	0	1	166	172	337	3.07e-16	72.4
P08168.1:11	protein_460	92.3	26	2	0	2	27	266	291	1.75e-10	48.9
AGN33396.1:27	protein_91	100	20	0	0	1	20	2261	2280	4.08e-07	38.9
ADH43195.1:2	protein_1164	94.4	18	1	0	1	18	497	514	1.95e-04	31.2
AAC97071.1:2	protein_1429	100	15	0	0	1	15	38	52	6.52e-05	32.3
AAK21003.1:4	protein_243	100	13	0	0	1	13	66	78	4.58e-06	34.7
AAK21003.1:4	protein_1478	84.6	13	2	0	1	13	568	580	7.96e-05	32.0
AGL73451.1:6	protein_3069	100	23	0	0	1	23	250	272	1.97e-10	48.5
AGL73451.1:6	protein_1119	100	23	0	0	1	23	261	283	1.97e-10	48.5
AGL73451.1:6	protein_2927	100	23	0	0	1	23	262	284	1.97e-10	48.5
AGL73451.1:6	protein_2995	95.7	23	1	0	1	23	67	89	2.12e-10	47.4
P01903.1:2	protein_969	100	23	0	0	1	23	35	57	1.01e-11	52.0
P01903.1:2	protein_2497	87.0	23	3	0	1	23	10	32	2.52e-09	45.1
AGT51737.1:38	protein_2286	94.7	19	1	0	1	19	6072	6090	4.29e-08	41.6
XP_819393.1:4	protein_1098	64.6	48	17	0	1	48	158	205	6.13e-11	51.2
XP_819393.1:4	protein_2443	64.6	48	17	0	1	48	153	200	8.21e-11	50.8
XP_819393.1:4	protein_2539	65.2	46	16	0	4	49	175	220	2.33e-10	49.7
XP_819393.1:4	protein_2709	61.2	49	19	0	1	49	149	197	5.62e-10	48.5
XP_819393.1:4	protein_606	51.1	45	21	1	5	49	234	277	5.43e-05	34.7
AAB27051.1:2	protein_1133	100	19	0	0	1	19	5	23	2.60e-07	38.1
CAB01005.1:4	protein_195	100	15	0	0	1	15	64	78	5.55e-06	34.7
XP_815190.1:6	protein_2709	83.3	30	4	1	1	30	177	205	5.96e-09	44.7
XP_815190.1:6	protein_606	85.2	27	3	1	2	28	258	283	3.77e-07	39.7
XP_815190.1:6	protein_2443	88.0	25	2	1	1	25	181	204	1.32e-06	38.1
XP_815190.1:6	protein_2539	79.3	29	5	1	2	30	201	228	3.41e-06	37.0
XP_815190.1:6	protein_1098	87.5	24	2	1	2	25	187	209	4.67e-06	36.6
AAV70486.1:9	protein_638	100	17	0	0	1	17	142	158	1.25e-06	37.4
P10515.3:4	protein_1373	100	20	0	0	1	20	253	272	3.40e-08	42.0
YP_603303.1:2	protein_1058	100	20	0	0	1	20	42	61	4.35e-10	47.4
NP_415449.1:2	protein_77	100	324	0	0	1	324	23	346	2.04e-242	656
NP_415449.1:2	protein_1570	58.7	341	105	7	1	319	1	327	6.86e-126	361
NP_415449.1:2	protein_175	27.0	252	141	11	3	231	2	233	1.19e-10	58.2
AAD13838.1:2	protein_2446	100	20	0	0	1	20	42	61	2.44e-06	35.4
P02754.3:10	protein_433	100	15	0	0	1	15	89	103	3.56e-05	33.1
AUM60021.1:11	protein_49	46.3	82	34	2	1	78	306	381	2.08e-12	59.3
AUM60021.1:11	protein_932	36.9	65	38	1	1	62	315	379	1.05e-07	45.8
YP_177701.1:8	protein_1902	100	15	0	0	1	15	247	261	3.15e-04	30.4
ALF13483.1:2	protein_2149	100	12	0	0	1	12	98	109	1.73e-04	31.2
ALF13483.1:2	protein_774	73.3	15	4	0	1	15	73	87	4.47e-04	30.0
ANG08793.1:4	protein_774	85.2	27	4	0	1	27	73	99	2.91e-12	53.5
ANG08793.1:4	protein_773	59.3	27	11	0	1	27	100	126	6.73e-08	41.6
ANG08793.1:4	protein_1581	55.6	27	12	0	1	27	102	128	3.64e-05	33.9
ANG08793.1:4	protein_2149	60.7	28	10	1	1	27	98	125	6.84e-05	33.1
YP_001969424.1:2	protein_1549	100	14	0	0	1	14	520	533	2.42e-05	33.5
ARB07423.1:4	protein_1060	80.0	20	4	0	1	20	769	788	2.33e-07	39.7
ARB07423.1:4	protein_2286	65.0	20	7	0	1	20	5221	5240	3.15e-04	30.8
P04979.1:4	protein_137	100	20	0	0	1	20	61	80	9.84e-10	46.2
P04979.1:4	protein_192	65.0	20	7	0	1	20	60	79	3.49e-05	33.5
QFS19562.1:35	protein_2704	73.9	23	6	0	2	24	649	671	2.19e-08	42.7
QFS19562.1:35	protein_1024	70.8	24	7	0	1	24	533	556	2.23e-08	42.7
QFS19562.1:35	protein_57	66.7	24	8	0	1	24	369	392	2.02e-07	40.0
QFS19562.1:35	protein_151	59.1	22	9	0	2	23	669	690	3.32e-06	36.6
QFS19562.1:35	protein_767	59.1	22	9	0	2	23	666	687	4.55e-06	36.2
